isbn13;titre;auteur;editeur;date;langue;prix
9782258001275;Une histoire d'amour : Roman de groupe;Collectif;"Presses de la Cité; HORS COLLECTION";10 février 1995;Français;1.20
9782840161066;Le théâtre espagnol du Siècle d'Or en France (XVIIè-XXé siècle) - De la traduction au transfert culturel;Christophe Couderc;"PRESSES UNIVERSITAIRES DE FRANCE - PUF; 1";28 mars 2012;Français;27.00
9782843502149;Cuba métissage : Le merveilleux dans le monde réel;Eric Lobo,Miguel Barnet,Collectif;Romain Pages;30 septembre 2005;Français;13.36
9782912502018;Guide Mondéos. Océan indien;Marie-France Milleliri-Kayser;Editions Comex;20 juin 1999;Français;2.16
9782091746166;Escalier biologie 4e;Collectif;Nathan;1 mars 1990;Français;3.46
9782914258340;Idoline;Pierrick de Chermont;"Eclats d'encre; Théâtre";15 juin 2004;Français;6.75
9782035402370;Larousse Standard Dictionary: Spanish-/English/English-Spanish;Larousse;"Larousse Bilingual / French; Blg New";29 janvier 2009;Anglais;35.54
9782850187520;Le doctrinal des jouissances amoureuses : Traité de la nouvelle érotologie;Sarane Alexandrian;"Filipacchi; FILIPACCHI";15 octobre 1997;Français;15.00
9782738411624;Espace public et complexité du social;Espaces et Societes;L'Harmattan;1 octobre 1991;Français;19.30
9782869115958;De la colère du manager au management de la colère;D. Michalon,L. Roche;ESKA;2000;Français;22.00
9782020863780;Injustices : L'expérience des inégalités au travail;François Dubet,Valérie Caillet,Régis Cortéséro;Seuil;16 mars 2006;Français;23.30
9782726401248;L'hôtel de l'angoisse;Collins Wilkie;Famot;1975;Français;13.00
9782012016620;Witch, Tome 22 : Le pouvoir de l'amour;Elisabeth Lenhard;Hachette Roman;14 mai 2008;Français;0.57
9782012438507;Un grand week-end à Londres;Collectif;"Hachette; Éd. mise à jour";10 mars 2004;Français;1.30
9782234069381;Nos vies romancées;Arnaud Cathrine;Stock;14 septembre 2011;Français;18.80
9782857446859;Orgues du Limousin;Assercam;Edisud;1 novembre 1993;Français;20.98
9782738435446;Mimes et parades;Josiane Boulad-Ayoub;Editions L'Harmattan;21 décembre 1995;Français;30.50
9782000018957;Garde du coeur vel;Françoise Sagan;Omnibus;1 janvier 1996;Français;7.75
9782228894821;Un thé chez les éléphants : Retour au Kenya;Vivienne de Watteville;Payot;30 septembre 2001;Français;9.15
9782258030824;Argent sale et poudre blanche;Kilgore Alex;"Presses de la Cité; Presses de la Cité Coll. Le Mercenaire n° 34";1 décembre 1989;Français;0.89
9782253118879;Noir comme neige;Peter Robinson,Jean Esch;Le Livre de Poche;20 février 2008;Français;7.60
9782708005983;Le discours, acteur du monde;G. Vignaux;Ophrys;2 mai 2000;Français;21.00
9782812304972;Calendrier perpétuel - 365 trucs et astuces du quotidien;Collectif;Editions du Chêne;14 septembre 2011;Français;11.90
9782841091256;Un certain Bourvil;Catherine Claude;Le Temps des cerises;1 décembre 2000;Français;11.50
9782877141499;Splendeurs et misères des courtisanes;Honoré de Balzac;"Bookking International; New Ed";1996;Français;0.99
9782866015763;Acquisition et application des connaissances juridiques : Modélisation par l'intelligence artificielle;Bilon,Fortier,Azzam;Hermes Science Publications;21 décembre 1996;Français;51.00
9782000023425;Vie de lenine t.2;Fischer Albert;Omnibus;1 juin 1971;Français;25.00
9782757806463;Un doux parfum de mort;Guillermo Arriaga;Points;3 janvier 2008;Anglais, Français;6.60
9782330017705;Le pèlerinage;Osamu Hashimoto;ACTES SUD;29 mars 2013;Français;22.80
9782012166462;Oeuvres complètes de Boileau-Despréaux. Tome 1. Avertissement;Nicolas Boileau;Hachette Livre BNF;1 avril 2013;Français;22.10
9782020004749;Petite voiture de flammes et de voix (la 022796;Atlan;Seuil;1 juin 1971;Français;4.99
9782738485700;Voyage en Iran - Des yeux bleus sous le tchador;Chantal Vervaet;Editions L'Harmattan;2000;Français;14.25
9782080702555;La Conquête de Plassans;Emile Zola;Flammarion;1972;Français;0.98
9782220059525;Xavier Thévenot : Passeur vers l'autre, passeur vers Dieu;Yves de Gentil-Baichis;Desclée de Brouwer;10 avril 2008;Français;19.30
9782847420937;Splendeurs en héritage : Palais et châteaux des grandes familles d'Europe;Alexis Gregory,Marc Walter;Le Passage;19 octobre 2006;Français;50.70
9782227122000;Évolution et devenir du criminel;Marie-Thérèse Mazerol;le Centurion;1 janvier 1977;Français;9.08
9782215060154;L'Imagerie de Noël;Emilie Beaumont,Colette David;Fleurus;12 septembre 1999;Français;1.77
9782200214890;La science politique;Yves Schemeil;Editions Dalloz - Sirey;2 octobre 1997;Français;0.85
9782266076524;Six colonnes à la une;Pierre Gamarra;Pocket;9 octobre 1997;Français;3.27
9782759403998;Ruffian: The Story of a Collection;Nicole Phelps;Assouline;23 avril 2009;Anglais;5.15
9782070311385;Debbie et les pianos;Marilyn Brooke Goffstein;Gallimard;21 novembre 1986;Français;2.24
9782259021043;IAD - DEUX MAITRES CHINOIS;ALEXANDRA DAVID-NEEL;PLON;1 février 1989;Français;30.00
9782868991898;Les Cartes graphiques sur PC;Bomanns;Micro application;1989;Français;23.59
9782080685292;Une semaine de philosophie : 7 questions pour entrer en philosophie;Charles Pépin;Flammarion;5 octobre 2006;Français;17.30
9782266000369;Gestapo;Hassel/S;Pocket;9 septembre 1998;Français;1.57
9782265049109;DEUX OREILLES ET LA QUEUE;SAN-ANTONIO;FLEUVE EDITIONS;1 octobre 1993;Français;1.20
9782729837747;Andropause;Lucien Chaby,Sylvain Mimoun;Ellipses Marketing;8 mai 2008;Français;9.70
9782729852016;Pharmacodynamie spéciale, tome 2;G Carraz;Ellipses Marketing;5 mai 1998;Français;12.58
9782848250588;De horarum libro : Le livres des heures;Alain Remy;France Europe Editions;10 février 2004;Français;10.00
9782856990483;G.R. Grande randonnée 9, 91, 93, 95 +neuf, quatre-vingt-onze, quatre-vingt-treize, quatre-vingt-quinze : Et sentiers divers dans le parc naturel régional du Vercors;Fédération française de la randonnée pédestre;"C.N.S.G.R.; 2e éd.";1976;Français;15.00
9782857047537;P.E.A.C.E.;Guy Holmes,Jean-Noël Chatain;Pygmalion;29 avril 2002;Français;20.40
9782702441169;Hercule Poirot quitte la scène (Nouvelle traduction révisée);Agatha Christie;Le Masque;4 juin 2014;Français;5.60
9782702441572;Le Mercato d'hiver;Philip Kerr;Le Masque;11 mai 2016;Français;20.00
9782277227250;Toute ma vie sera mensonge;Henri Troyat;Editions 84;15 juillet 1993;Français;0.89
9782757400067;Le pauvre et le sociologue : La construction de la tradition sociologique anglaise 19e-20e siècles;Jacques Rodriguez;Presses Universitaires du Septentrion;29 novembre 2007;Français;18.00
9782070304479;L'imparfait du présent;Alain Finkielkraut;Folio;4 décembre 2003;Français;8.20
9782895404149;L'ange;Catherine Grive,Isabelle Malenfant;Les 400 Coups;1 octobre 2009;Français;13.90
9782847061246;CinémAction, N° 119 : Le Victor Hugo des cinéastes;Mireille Gamel,Michel Serceau;Charles Corlet;16 mars 2006;Français;19.99
9782265003026;Une bande décimée;Paul Sala;Fleuve noir;24 juin 1977;Français;0.90
9782351840665;Voltaire : Textes interdits;Voltaire,Claude Blum,Laurence Macé;GARNIER;18 octobre 2010;Français;7.80
9782745947772;Le chevalier à la courte cervelle;Bérengère Delaporte;Editions Milan;24 août 2011;Français;11.90
9782234015036;Le voyage dans l'imaginaire;Raymond Christinger;Stock;1981;Français;2.01
9782268029832;CIRCONSTANCES. Tome 2, Circonstances Politiques 1954-1974;Maurice Druon;Editions du Rocher;16 juin 1998;Français;22.50
9782020019651;H;Philippe Sollers;Seuil;1 mars 1973;Français;17.70
9782844502988;A l'arpenteur inspiré : Mélanges offerts à Jean Bernabé;Raphaël Confiant,Robert Damoiseau,Collectif;Ibis Rouge;1 septembre 2006;Français;45.00
9782844541956;Le Royaume des Seigneurs de l'anneau : Mythes et Magie de la Quête du Graal;Laurence Gardner;Dervy;29 novembre 2002;Français;12.90
9782010207990;En Turquie;Dominique Renou;"Hachette; Nouv. éd";1 mai 1994;Français;2.35
9782130428909;La Convention européenne des droits de l'homme;Frédéric Sudre;Presses Universitaires de France;2 novembre 1992;Français;1.00
9782869300316;Approche des ténèbres;Diana Ramsay,Joëlle Ginsberg;Rivages;1 mai 1987;Français;7.00
9782281126396;Le permis de construire;Michel Ricard;"Le Moniteur; 5e édition";28 novembre 2007;Français;70.00
9782070696444;Le carnaval des brigands;Pierrick Bisinski;Giboulées;1 septembre 2011;Français;2.99
9782711855759;Musee Nat Chateau Pau Autour;Collectif;Rmn;6 avril 2009;Français;10.00
